timestamp,amplitude,frequency
1746727311.660,0.236,536.165
1746727311.666,0.236,536.157
1746727311.673,0.236,536.147
1746727311.707,0.234,536.102
1746727311.776,0.231,536.005
1746727311.782,0.231,535.996
1746727311.789,0.231,535.986
1746727311.793,0.231,535.982
1746727311.799,0.230,535.973
1746727311.803,0.230,535.967
1746727311.810,0.230,535.958
1746727311.815,0.230,535.950
1746727311.821,0.229,535.942
1746727311.827,0.229,535.933
1746727311.834,0.229,535.923
1746727311.840,0.229,535.915
1746727311.883,0.227,535.854
1746727311.891,0.227,535.843
1746727311.899,0.226,535.832
1746727311.903,0.226,535.826
1746727311.909,0.226,535.816
1746727311.912,0.226,535.813
1746727311.920,0.225,535.801
1746727311.924,0.225,535.796
1746727311.931,0.225,535.785
1746727311.937,0.225,535.777
1746727311.945,0.224,535.764
1746727311.953,0.224,535.754
1746727311.960,0.224,535.743
1746727311.968,0.223,535.731
1746727311.974,0.223,535.724
1746727311.982,0.223,535.712
1746727312.025,0.221,535.649
1746727312.033,0.221,535.637
1746727312.038,0.220,535.630
1746727312.047,0.220,535.617
1746727312.054,0.220,535.606
1746727312.060,0.219,535.598
1746727312.067,0.219,535.587
1746727312.071,0.219,535.581
1746727312.078,0.219,535.571
1746727312.120,0.217,535.509
1746727312.162,0.215,535.448
1746727312.205,0.213,535.382
1746727312.248,0.212,535.318
1746727312.288,0.210,535.257
1746727312.295,0.210,535.247
1746727312.302,0.210,535.236
1746727312.305,0.209,535.232
1746727312.311,0.209,535.222
1746727312.315,0.209,535.216
1746727312.323,0.209,535.205
1746727312.329,0.208,535.195
1746727312.335,0.208,535.185
1746727312.340,0.208,535.178
1746727312.347,0.208,535.167
1746727312.353,0.207,535.158
1746727312.360,0.207,535.148
1746727312.364,0.207,535.141
1746727312.371,0.207,535.130
1746727312.375,0.207,535.124
1746727312.379,0.206,535.117
1746727312.386,0.206,535.107
1746727312.392,0.206,535.098
1746727312.399,0.206,535.088
1746727312.402,0.206,535.083
1746727312.409,0.205,535.072
1746727312.412,0.205,535.066
1746727312.419,0.205,535.056
1746727312.424,0.205,535.048
1746727312.431,0.204,535.038
1746727312.436,0.204,535.030
1746727312.442,0.204,535.020
1746727312.447,0.204,535.012
1746727312.455,0.203,535.001
1746727312.460,0.203,534.992
1746727312.468,0.203,534.980
1746727312.473,0.203,534.971
1746727312.481,0.202,534.959
1746727312.523,0.201,534.894
1746727312.558,0.199,534.837
1746727312.564,0.199,534.828
1746727312.568,0.199,534.821
1746727312.574,0.199,534.812
1746727312.578,0.198,534.807
1746727312.583,0.198,534.798
1746727312.589,0.198,534.788
1746727312.595,0.198,534.779
1746727312.601,0.198,534.770
1746727312.602,0.197,534.767
1746727312.608,0.197,534.758
1746727312.614,0.197,534.748
1746727312.621,0.197,534.737
1746727312.627,0.196,534.727
1746727312.633,0.196,534.718
1746727312.640,0.196,534.708
1746727312.642,0.196,534.703
1746727312.648,0.196,534.694
1746727312.654,0.195,534.684
1746727312.696,0.194,534.617
1746727312.759,0.191,534.514
1746727312.766,0.191,534.504
1746727312.771,0.191,534.495
1746727312.777,0.191,534.486
1746727312.782,0.190,534.477
1746727312.788,0.190,534.466
1746727312.794,0.190,534.458
1746727312.800,0.190,534.447
1746727312.805,0.189,534.438
1746727312.812,0.189,534.427
1746727312.816,0.189,534.420
1746727312.823,0.189,534.409
1746727312.828,0.189,534.401
1746727312.834,0.188,534.391
1746727312.840,0.188,534.382
1746727312.846,0.188,534.371
1746727312.852,0.188,534.362
1746727312.859,0.187,534.350
1746727312.864,0.187,534.341
1746727312.870,0.187,534.331
1746727312.877,0.187,534.319
1746727312.886,0.186,534.305
1746727312.894,0.186,534.292
1746727312.940,0.184,534.215
1746727312.989,0.182,534.133
1746727312.997,0.182,534.119
1746727313.001,0.182,534.112
1746727313.050,0.180,534.030
1746727313.057,0.180,534.017
1746727313.099,0.178,533.945
1746727313.106,0.178,533.933
1746727313.112,0.178,533.924
1746727313.116,0.177,533.915
1746727313.121,0.177,533.907
1746727313.128,0.177,533.896
1746727313.133,0.177,533.888
1746727313.136,0.177,533.882
1746727313.142,0.176,533.872
1746727313.145,0.176,533.867
1746727313.151,0.176,533.856
1746727313.157,0.176,533.846
1746727313.162,0.176,533.836
1746727313.168,0.175,533.826
1746727313.172,0.175,533.820
1746727313.178,0.175,533.810
1746727313.182,0.175,533.802
1746727313.188,0.175,533.792
1746727313.194,0.174,533.782
1746727313.199,0.174,533.772
1746727313.206,0.174,533.761
1746727313.208,0.174,533.758
1746727313.214,0.174,533.746
1746727313.220,0.173,533.737
1746727313.226,0.173,533.726
1746727313.231,0.173,533.717
1746727313.238,0.173,533.705
1746727313.243,0.173,533.696
1746727313.250,0.172,533.683
1746727313.256,0.172,533.673
1746727313.264,0.172,533.660
1746727313.268,0.172,533.653
1746727313.274,0.171,533.642
1746727313.279,0.171,533.633
1746727313.321,0.170,533.559
1746727313.328,0.169,533.547
1746727313.337,0.169,533.531
1746727313.389,0.167,533.438
1746727313.440,0.165,533.347
1746727313.491,0.163,533.256
1746727313.534,0.162,533.178
1746727313.541,0.161,533.164
1746727313.546,0.161,533.156
1746727313.553,0.161,533.144
1746727313.557,0.161,533.137
1746727313.563,0.161,533.125
1746727313.567,0.161,533.118
1746727313.573,0.160,533.107
1746727313.578,0.160,533.098
1746727313.586,0.160,533.083
1746727313.591,0.160,533.073
1746727313.598,0.159,533.061
1746727313.603,0.159,533.053
1746727313.622,0.159,533.017
1746727313.628,0.158,533.007
1746727313.636,0.158,532.992
1746727313.643,0.158,532.978
1746727313.683,0.156,532.905
1746727313.689,0.156,532.894
1746727313.694,0.156,532.884
1746727313.699,0.156,532.875
1746727313.705,0.155,532.863
1746727313.712,0.155,532.852
1746727313.719,0.155,532.838
1746727313.725,0.155,532.827
1746727313.731,0.155,532.816
1746727313.737,0.154,532.805
1746727313.770,0.153,532.744
1746727313.776,0.153,532.732
1746727313.780,0.153,532.724
1746727313.787,0.153,532.711
1746727313.791,0.152,532.704
1746727313.836,0.151,532.619
1746727313.885,0.149,532.527
1746727313.891,0.149,532.515
1746727313.896,0.149,532.505
1746727313.903,0.148,532.492
1746727313.911,0.148,532.477
1746727313.951,0.147,532.402
1746727313.957,0.146,532.389
1746727313.965,0.146,532.374
1746727313.970,0.146,532.365
1746727313.977,0.146,532.351
1746727313.982,0.146,532.341
1746727313.989,0.145,532.327
1746727313.993,0.145,532.320
1746727314.001,0.145,532.306
1746727314.006,0.145,532.296
1746727314.012,0.145,532.283
1746727314.018,0.144,532.273
1746727314.025,0.144,532.258
1746727314.033,0.144,532.244
1746727314.041,0.144,532.229
1746727314.049,0.143,532.213
1746727314.102,0.141,532.110
1746727314.111,0.141,532.092
1746727314.118,0.141,532.078
1746727314.124,0.141,532.067
1746727314.126,0.141,532.062
1746727314.135,0.140,532.046
1746727314.139,0.140,532.037
1746727314.147,0.140,532.022
1746727314.151,0.140,532.013
1746727314.160,0.139,531.997
1746727314.163,0.139,531.991
1746727314.170,0.139,531.976
1746727314.178,0.139,531.961
1746727314.187,0.138,531.943
1746727314.239,0.137,531.841
1746727314.341,0.133,531.638
1746727314.350,0.133,531.620
1746727314.358,0.133,531.603
1746727314.362,0.132,531.595
1746727314.370,0.132,531.579
1746727314.374,0.132,531.571
1746727314.382,0.132,531.556
1746727314.385,0.132,531.549
1746727314.393,0.131,531.533
1746727314.398,0.131,531.524
1746727314.407,0.131,531.505
1746727314.457,0.129,531.404
1746727314.466,0.129,531.385
1746727314.471,0.129,531.376
1746727314.477,0.129,531.362
1746727314.482,0.128,531.352
1746727314.492,0.128,531.333
1746727314.499,0.128,531.318
1746727314.508,0.128,531.300
1746727314.516,0.127,531.285
1746727314.521,0.127,531.274
1746727314.528,0.127,531.259
1746727314.534,0.127,531.248
1746727314.540,0.126,531.234
1746727314.544,0.126,531.227
1746727314.551,0.126,531.213
1746727314.556,0.126,531.203
1746727314.594,0.125,531.125
1746727314.630,0.124,531.050
1746727314.636,0.123,531.038
1746727314.640,0.123,531.028
1746727314.647,0.123,531.014
1746727314.650,0.123,531.008
1746727314.657,0.123,530.994
1746727314.661,0.122,530.985
1746727314.668,0.122,530.971
1746727314.704,0.121,530.896
1746727314.736,0.120,530.828
1746727314.768,0.119,530.762
1746727314.774,0.119,530.750
1746727314.779,0.119,530.740
1746727314.783,0.119,530.731
1746727314.788,0.118,530.720
1746727314.792,0.118,530.711
1746727314.800,0.118,530.695
1746727314.805,0.118,530.684
1746727314.812,0.118,530.670
1746727314.821,0.117,530.652
1746727314.827,0.117,530.637
1746727314.835,0.117,530.622
1746727314.839,0.117,530.612
1746727314.849,0.116,530.592
1746727314.852,0.116,530.585
1746727314.858,0.116,530.571
1746727314.862,0.116,530.564
1746727314.868,0.116,530.552
1746727314.873,0.116,530.540
1746727314.879,0.115,530.527
1746727314.885,0.115,530.515
1746727314.888,0.115,530.508
1746727314.894,0.115,530.495
1746727314.899,0.115,530.485
1746727314.905,0.115,530.473
1746727314.911,0.114,530.461
1746727314.916,0.114,530.449
1746727314.922,0.114,530.437
1746727314.926,0.114,530.428
1746727314.931,0.114,530.416
1746727314.936,0.114,530.405
1746727314.943,0.113,530.391
1746727314.949,0.113,530.379
1746727314.990,0.112,530.291
1746727314.997,0.112,530.276
1746727315.042,0.110,530.178
1746727315.087,0.109,530.081
1746727315.128,0.108,529.991
1746727315.135,0.107,529.976
1746727315.141,0.107,529.964
1746727315.145,0.107,529.955
1746727315.152,0.107,529.939
1746727315.160,0.107,529.922
1746727315.166,0.106,529.909
1746727315.174,0.106,529.892
1746727315.222,0.105,529.786
1746727315.229,0.104,529.770
1746727315.235,0.104,529.758
1746727315.241,0.104,529.745
1746727315.248,0.104,529.729
1746727315.255,0.104,529.713
1746727315.262,0.103,529.697
1746727315.269,0.103,529.681
1746727315.276,0.103,529.666
1746727315.284,0.103,529.650
1746727315.290,0.103,529.635
1746727315.298,0.102,529.619
1746727315.305,0.102,529.603
1746727315.345,0.101,529.514
1746727315.352,0.101,529.498
1746727315.359,0.101,529.482
1746727315.364,0.100,529.472
1746727315.371,0.100,529.456
1746727315.375,0.100,529.447
1746727315.382,0.100,529.431
1746727315.385,0.100,529.424
1746727315.392,0.100,529.407
1746727315.397,0.099,529.398
1746727315.403,0.099,529.384
1746727315.408,0.099,529.373
1746727315.413,0.099,529.362
1746727315.455,0.098,529.268
1746727315.496,0.096,529.175
1746727315.535,0.095,529.085
1746727315.542,0.095,529.071
1746727315.546,0.095,529.060
1746727315.551,0.095,529.049
1746727315.557,0.095,529.036
1746727315.559,0.095,529.031
1746727315.565,0.094,529.018
1746727315.569,0.094,529.007
1746727315.574,0.094,528.997
1746727315.607,0.093,528.922
1746727315.613,0.093,528.909
1746727315.617,0.093,528.898
1746727315.622,0.093,528.887
1746727315.628,0.093,528.873
1746727315.631,0.092,528.866
1746727315.638,0.092,528.852
1746727315.643,0.092,528.839
1746727315.650,0.092,528.824
1746727315.655,0.092,528.811
1746727315.662,0.092,528.796
1746727315.667,0.091,528.784
1746727315.675,0.091,528.766
1746727315.680,0.091,528.754
1746727315.687,0.091,528.738
1746727315.691,0.091,528.729
1746727315.698,0.091,528.713
1746727315.704,0.090,528.698
1746727315.710,0.090,528.684
1746727315.743,0.089,528.609
1746727315.750,0.089,528.591
1746727315.755,0.089,528.580
1746727315.762,0.089,528.565
1746727315.764,0.089,528.560
1746727315.773,0.088,528.539
1746727315.779,0.088,528.525
1746727315.787,0.088,528.506
1746727315.792,0.088,528.495
1746727315.798,0.088,528.481
